number,value,datetime_start,datetime_complete,duration,params_daily_horizon,params_weight_fertilizer,params_weight_fertilizer_anomaly,params_weight_fruit_biomass,params_weight_height,params_weight_irrigation,params_weight_leaf_area,params_weight_water_anomaly,user_attrs_fruit_biomass,user_attrs_height,user_attrs_leaf_area,user_attrs_total_fertilizer,user_attrs_total_irrigation,state
91,1027.0990756404638,2026-01-06 17:35:28.769775,2026-01-06 17:35:40.523158,0 days 00:00:11.753383,3,0.0009670078798979885,0.007810305173623424,1075.0290159934561,761.0262426019591,0.4641360665536866,454.64590485377136,0.006421113597407508,0.2268769384183766,2.753761510820899,0.5955263045460981,334.9057940129053,0.6454755767654077,COMPLETE
97,1022.5050939868839,2026-01-06 17:36:40.199245,2026-01-06 17:36:55.682696,0 days 00:00:15.483451,4,0.000644788058878596,0.009504423080899759,163.89114999086837,640.953660457658,0.21612552995134449,485.87384177236726,0.004338706210534147,0.2232614385703473,2.712877469902146,0.5760915896749991,307.2802613994893,0.5743151892875256,COMPLETE
78,1020.4329387997562,2026-01-06 17:32:40.477138,2026-01-06 17:32:55.913830,0 days 00:00:15.436692,5,0.001704490727382388,0.00795149618760285,2991.3171684505883,777.3556992785591,1.0008301425858537,337.62305105978453,0.006744918475927956,0.2269635881504609,2.785057838448334,0.5978753018565722,347.7401904232581,1.0313828973844248,COMPLETE
92,1017.8333682073737,2026-01-06 17:35:40.524271,2026-01-06 17:35:51.935999,0 days 00:00:11.411728,3,0.0009784024915276445,0.007935611268544451,855.8287586029203,763.8468477946706,0.4870087442830602,469.08633351942325,0.007225945053585042,0.2244796551834995,2.70042992149091,0.5876572298321694,327.07604537528744,0.5688785824353825,COMPLETE
96,1016.8851188492995,2026-01-06 17:36:25.079133,2026-01-06 17:36:40.198390,0 days 00:00:15.119257,4,0.0006355522944518069,0.006720586862737065,181.88171931108764,625.3984011735803,1.1938540158954938,487.21474292500636,0.003348057005328142,0.22266046835959893,2.6935593859033164,0.5734511930700478,311.3895990245556,0.16366828325742835,COMPLETE
85,1015.4375781250651,2026-01-06 17:34:09.651232,2026-01-06 17:34:20.890725,0 days 00:00:11.239493,3,0.0009516297473242893,0.004591696303663471,1343.6582512474672,782.8971446207729,0.4836932355653569,260.3617252655713,0.007475866322230187,0.22619436977061314,2.741719041643276,0.5960254418753527,348.39310972314365,0.6598172224343554,COMPLETE
84,1012.1666293593385,2026-01-06 17:33:58.023179,2026-01-06 17:34:09.650072,0 days 00:00:11.626893,3,0.000982552518193295,0.005052437111451136,1565.4959811898848,794.16132084715,0.4868400373564601,382.45346856895327,0.006790238815168858,0.226049390263746,2.7464096283286845,0.599515489277159,353.88341114033693,0.7444550301287958,COMPLETE
74,1002.01139522372,2026-01-06 17:31:26.980890,2026-01-06 17:31:43.697498,0 days 00:00:16.716608,5,0.0017279507574777977,0.009732498629868132,3356.4033976314086,891.5531659007715,9.869248932463888,539.0638722325756,0.004766735343756925,0.22574088166016462,2.841112417934765,0.6016917504077876,376.33671771711124,0.13372222554868668,COMPLETE
13,1001.6476839607762,2026-01-06 17:11:54.674960,2026-01-06 17:12:11.143978,0 days 00:00:16.469018,4,0.000993502390906369,0.014421346497969485,2365.1018383670626,416.2790938052734,4.268407710065496,757.9956271576182,0.0020319809838424984,0.22684257835779298,2.740296825430073,0.599103484245189,378.05168865044106,0.19784545140004864,COMPLETE
93,988.74805407836,2026-01-06 17:35:51.937159,2026-01-06 17:36:02.817108,0 days 00:00:10.879949,3,0.0009516606386420271,0.00849514297057319,869.0000192741071,685.170426222832,0.442686174772673,457.3641713880886,0.009179625944806473,0.21983794960244907,2.6327755998289017,0.5714626157041716,331.0400891347921,0.6419076470921342,COMPLETE
77,987.0850081714719,2026-01-06 17:32:22.175904,2026-01-06 17:32:40.475984,0 days 00:00:18.300080,5,0.0015575862744461114,0.011739908425202887,3210.5864558259123,793.9218182488881,0.9578386315525868,453.98123086270766,0.00692132681404251,0.22334570605159523,2.8398227639637303,0.6063729708658808,381.5585686404744,1.1452040438852866,COMPLETE
81,984.6104295942455,2026-01-06 17:33:23.074519,2026-01-06 17:33:34.133580,0 days 00:00:11.059061,3,0.0009025877775209018,0.005036508702399935,2074.277994237814,689.2202916856829,0.9407285002541349,311.82294903504567,0.006814369787858439,0.22497646277263894,2.722989661244181,0.5976725698646335,389.80864588972565,0.49828091607435554,COMPLETE
83,982.3556792859341,2026-01-06 17:33:45.728734,2026-01-06 17:33:58.022024,0 days 00:00:12.293290,3,0.0010880694370799244,0.004718243381787897,1601.160239907792,780.7817832313006,0.48497908089002123,388.4527549187451,0.006898284740488536,0.22090688143978426,2.6860581535365164,0.5733594572927049,352.29912122564315,0.8263006901353684,COMPLETE
79,981.0371869895405,2026-01-06 17:32:55.915123,2026-01-06 17:33:12.090257,0 days 00:00:16.175134,4,0.0016256231183514214,0.00479163367709804,2207.8007486691313,755.688826990246,0.9134491153272247,349.72918430173024,0.006854344177799493,0.21862249644350545,2.617087954666391,0.5671908536084511,331.862671436465,0.8066769306050541,COMPLETE
80,979.7332163625879,2026-01-06 17:33:12.091540,2026-01-06 17:33:23.073215,0 days 00:00:10.981675,3,0.0008825364494414665,0.004954194956017598,2185.7190102628747,735.8518935325915,0.9632604315740824,337.6049024609021,0.006548035589971558,0.22481508847639514,2.723111201638095,0.596335015604814,396.1471443891585,0.490250557397812,COMPLETE
75,976.9600945867907,2026-01-06 17:31:43.698773,2026-01-06 17:31:59.793054,0 days 00:00:16.094281,5,0.0016260278220585813,0.009727372346591542,3346.59488650614,400.65416410687516,4.900621787255378,361.79359018714035,0.005377885483577435,0.22291194231234562,2.6954210992966914,0.58429141625882,381.70403166870517,0.2970831147964249,COMPLETE
46,947.2515315381241,2026-01-06 17:22:40.932435,2026-01-06 17:22:56.820917,0 days 00:00:15.888482,5,0.0017694482194768528,0.1360815250547012,3660.6574568539927,289.2607759986657,2.245673790546744,897.723418499762,5.306625475246232,0.21777142260399168,2.677271284281821,0.568383958727745,384.6237172624917,0.7896913633988483,COMPLETE
87,942.4909549054646,2026-01-06 17:34:32.549701,2026-01-06 17:34:43.626195,0 days 00:00:11.076494,3,0.0011532256340730605,0.006835859774157838,856.7845824959725,851.9227292482221,0.20596275122211127,281.64111144995934,0.003716100742904561,0.21228781236524683,2.531672269362235,0.5486223783211338,336.1573987039715,1.1757540411835823,COMPLETE
90,942.4168995934988,2026-01-06 17:35:09.147100,2026-01-06 17:35:28.768351,0 days 00:00:19.621251,4,0.0007688492923540039,0.004116973022279703,473.37653474683293,906.9817852696033,0.17448419451594024,386.3096789350162,0.004171099495102352,0.21225292326417627,2.658340972763861,0.5615128604473103,347.94255246409443,1.1195403810192486,COMPLETE
51,940.5654821615706,2026-01-06 17:24:03.665781,2026-01-06 17:24:23.050918,0 days 00:00:19.385137,6,0.0019657285056471257,0.02748494017495721,4207.945101996173,349.5747054102675,1.9077460579815808,885.9968147258235,6.1532847426522554,0.21979074656407924,2.684347867781346,0.5843879028560756,415.0460639948781,1.130315621065003,COMPLETE
64,914.1517240374742,2026-01-06 17:27:45.338855,2026-01-06 17:28:02.671081,0 days 00:00:17.332226,6,0.002676368575651633,0.019915724434445194,4380.367040020456,284.3878219778968,6.099368780221722,836.2045629273499,0.0017744644121190157,0.20932588387009846,2.498551684413205,0.5425341905654926,359.3575028172411,0.39855619036044626,COMPLETE
42,903.3338446546122,2026-01-06 17:21:39.801638,2026-01-06 17:21:55.296237,0 days 00:00:15.494599,5,0.002289003336168584,0.269414018076521,4376.854714319286,297.45091051450015,9.059621574844808,997.2043794806985,8.374896831595061,0.20882219548143316,2.4853255924418582,0.5416213684908129,372.70220952551955,0.2603792750431707,COMPLETE
72,887.1541255365844,2026-01-06 17:30:45.750702,2026-01-06 17:31:07.909533,0 days 00:00:22.158831,7,0.0028939322137633413,0.01134934707915579,3524.794464876565,263.8017758122684,3.03736772000641,693.0416351214645,0.0027450250055008596,0.20099021808166978,2.344791612369466,0.5128332937171609,322.68256267722535,0.7260580125753902,COMPLETE
41,883.5263577006822,2026-01-06 17:21:23.678639,2026-01-06 17:21:39.800479,0 days 00:00:16.121840,5,0.0021021589716252766,0.42806160137329075,4383.061286129189,197.90457366512342,9.321315858777757,817.9015633347863,4.529981804212613,0.20704047188291996,2.4714701457568564,0.5395869586274312,390.5584219519716,0.25676115309433806,COMPLETE
66,880.8046083482025,2026-01-06 17:28:26.168462,2026-01-06 17:28:44.844371,0 days 00:00:18.675909,6,0.0027544275264369932,0.041140434661085516,3886.903994571223,283.8264415376676,9.474880472992272,714.4503592857011,0.008895638212281318,0.20124229957306636,2.333614479289181,0.5153202149409442,336.6366568158755,0.2495352272097564,COMPLETE
98,876.671482188661,2026-01-06 17:36:55.683814,2026-01-06 17:37:11.670367,0 days 00:00:15.986553,4,0.000425270182076864,0.006563771982067894,311.41169587550826,606.8173258421252,0.199160827361672,487.0717686930046,0.004585660702380813,0.20404590355218824,2.6107848047787523,0.5657530477787311,395.0802366110198,0.8839483895470154,COMPLETE
73,868.27707950063,2026-01-06 17:31:07.910790,2026-01-06 17:31:26.979673,0 days 00:00:19.068883,6,0.0010951553473231778,0.008552980937641622,3654.4973371147858,266.41581032272745,3.143950803412503,682.2638285295114,0.0029311731356966818,0.21400088534925346,2.746002604534976,0.5906025672301357,498.58620842808256,0.49228572095435913,COMPLETE
