STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,PRCP (hundreths of in)
US1IAPK0121,12/13/21,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",0
US1IAPK0121,12/14/21,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",0
US1IAPK0121,12/15/21,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",0
US1IAPK0121,12/16/21,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",61
US1IAPK0121,12/17/21,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",0
US1IAPK0121,12/18/21,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",0
US1IAPK0121,12/19/21,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",0
US1IAPK0121,12/20/21,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",0
US1IAPK0121,12/21/21,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",0
US1IAPK0121,12/22/21,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",0
US1IAPK0121,12/23/21,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",0
US1IAPK0121,12/24/21,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",0
US1IAPK0121,12/25/21,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",3
US1IAPK0121,12/26/21,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",0
US1IAPK0121,12/27/21,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",25
US1IAPK0121,12/28/21,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",0
US1IAPK0121,12/29/21,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",91
US1IAPK0121,12/30/21,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",23
US1IAPK0121,12/31/21,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",0
US1IAPK0121,1/1/22,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",0
US1IAPK0121,1/2/22,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",3
US1IAPK0121,1/3/22,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",0
US1IAPK0121,1/4/22,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",0
US1IAPK0121,1/5/22,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",0
US1IAPK0121,1/6/22,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",0
US1IAPK0121,1/7/22,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",0
US1IAPK0121,1/8/22,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",0
US1IAPK0121,1/9/22,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",0
US1IAPK0121,1/10/22,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",0
US1IAPK0121,1/11/22,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",0
US1IAPK0121,1/12/22,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",0
US1IAPK0121,1/13/22,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",0
US1IAPK0121,1/14/22,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",13
US1IAPK0121,1/15/22,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",157
US1IAPK0121,1/16/22,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",0
