h,A,N,c,P,raw_water,raw_fertilizer,raw_temperature,raw_radiation,delayed_water,delayed_fertilizer,delayed_temperature,delayed_radiation,cumulative_water,cumulative_fertilizer,cumulative_temperature,cumulative_radiation,cumulative_divergence_water,cumulative_divergence_fertilizer,cumulative_divergence_temperature,cumulative_divergence_radiation,nuW,nuF,nuT,nuR,ah_hat,aA_hat,aN_hat,ac_hat,aP_hat,kh_hat,kA_hat,kN_hat,kc_hat,kP_hat
0.0010344827586206897,0.00022413793103448276,0.006896551724137931,0.3448275862068966,8.620689655172413e-05,0.01728071398738229,0.0139004568211743,25.1,1178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0010344827586206897,0.00022413793103448276,0.006896551724137931,0.3448275862068966,8.620689655172413e-05,0.01728071398738229,0.0139004568211743,25.3,1937.0,0.00952601550803687,0.11397974335373114,21.688182430964503,555.8276243621416,0.0,0.0,0.0,0.0,5.0000000000000044e-08,5.0000000000000044e-08,5.0000000000000044e-08,5.0000000000000044e-08,0.9499998575000106,0.9499998575000106,0.9499998575000106,0.9499998575000106,0.009499998575000106,0.009974998503750112,0.011,0.010526317368421172,0.004749999287500053,2.8499995725000318,0.6174999073750069,18.999997150000212,1017.2448190533407,0.23983175420360986
0.0010443535541696464,0.00022638407089125353,0.006972804574294754,0.3484752720445262,8.661720507201239e-05,0.01728071398738229,0.0139004568211743,25.2,1815.0,0.009553303088088699,0.11394285798632868,21.697122237697847,560.4803986115247,0.00952601550803687,0.11397974335373114,21.688182430964503,555.8276243621416,0.0011849494848085859,0.0012542624087438937,0.0012399878420647369,0.0010419602421129384,0.9941288822869727,0.9939320619023561,0.9939725924932146,0.9945350426396188,0.009941465275948549,0.010438538539745978,0.011,0.010057794321070049,0.00497126888897053,2.982439582784565,0.646192949030345,19.88507555588212,1001.8808232122176,0.24881118308956218
0.0010547840481635548,0.0002287587255722471,0.007049901487312744,0.3519966120344966,8.704872354913769e-05,0.01728071398738229,0.0139004568211743,25.0,1621.0,0.009582075955981163,0.11390576897998811,21.705838128649876,564.6971214730212,0.01907931859612557,0.22792260134005982,43.38530466866235,1116.3080229736663,0.0026601198697635683,0.0028689611093766663,0.002824713032493753,0.0022453788105022167,0.9921552730910096,0.9915551504586569,0.991682211575076,0.9933489275866012,0.00992195093389943,0.010418048480594402,0.011,0.010075412246903722,0.004962576098597408,2.976585280169829,0.6449216339814969,19.85030439438963,1002.3862442142986,0.2484094418352081
0.0010652978908673788,0.00023115354387573555,0.007127850490931541,0.3555597850915974,8.748163061149416e-05,0.01728071398738229,0.0139004568211743,24.4,1132.0,0.00961238126600389,0.1138684756248203,21.71288582075015,567.4000795627277,0.028661394552106735,0.3418283703200479,65.09114279731223,1681.0051444466876,0.0042003288557674835,0.0046183872020816984,0.004528819824877025,0.0034045507218711493,0.9877119334201723,0.9865061179443962,0.986764259474367,0.9900138599297164,0.009877601236937381,0.01037148129878425,0.011,0.010117487049957163,0.004941938621034528,2.963280371081214,0.6420378155431065,19.767754484138113,1003.6721460359472,0.2475023626401585
0.0010758687797948576,0.00023356254727037708,0.007206660924717329,0.35917412243164876,8.791487554686664e-05,0.01728071398738229,0.0139004568211743,23.9,1041.0,0.009644265189710781,0.11383097721157848,21.718515675905746,569.9123747986288,0.038273775818110624,0.45569684594486826,86.80402861806238,2248.405224009415,0.005716502071075326,0.006412727304472822,0.006263803611332181,0.0044687158748447815,0.9832324707270566,0.9812237122466618,0.9816530575994388,0.9868498418145067,0.009832388830243203,0.010324008271755364,0.011,0.010160040760222935,0.0049212400993264216,2.949716649072961,0.6391044403649894,19.684960397305687,1004.9606053449993,0.24657797472463644
0.0010864954004683788,0.00023598544406474103,0.007286342296163431,0.36284062296230585,8.834843669418881e-05,0.01728071398738229,0.0139004568211743,23.0,691.0,0.009677772706348618,0.1137932730316854,21.721218223039724,571.2995945098018,0.047918041007821405,0.5695278231564467,108.52254429396812,2818.317598808044,0.007165613878721873,0.008208211392106422,0.007987370539039284,0.005418877799040534,0.9789575637612764,0.9759534604302892,0.9765892182081355,0.9840235449874085,0.009788485635900911,0.010277909917695957,0.011,0.01020096581914421,0.004901496670654922,2.936545690770273,0.6362657357246916,19.605986682619687,1006.1949894041109,0.24568199322280368
0.0010971787732090197,0.00023842247467470402,0.007366904223601789,0.366559535352452,8.878238239742638e-05,0.01728071398738229,0.0139004568211743,21.6,113.0,0.00971294738780461,0.11375536237726074,21.719046309016402,570.6854972207472,0.057595813714170024,0.6833210961881321,130.24376251700784,3389.6171933178457,0.0085245845710731,0.009981066307415281,0.009677722007454098,0.006261022661057628,0.9749608387925474,0.9707732976144515,0.9716444955420594,0.9815238000712064,0.009746350313351524,0.010233667829019102,0.011,0.010239904002514795,0.004882858275597175,2.9239050940054576,0.6335551196749661,19.5314331023887,1007.3792029513373,0.24482572381412543
0.0011079204710776455,0.00024087400611767724,0.007448356432660636,0.3703309665299614,8.921679593903024e-05,0.01728071398738229,0.0139004568211743,20.9,0.0,0.009749831179014644,0.11371724454114854,21.714208386533972,569.6068547713003,0.06730876110197463,0.7970764585653928,151.96280882602423,3960.3026905385927,0.009780358628744228,0.011717611779681572,0.011323872917208213,0.0070222959831763064,0.9712789764604469,0.9657236213389809,0.9668512154332063,0.9792719853742409,0.009705962538865994,0.010191260665809294,0.011,0.010277050981924139,0.00486520890943743,2.911788761659798,0.6309762939994278,19.46083563774972,1008.5412599380026,0.24401148283291563
0.0011187221094999548,0.0002433404157517354,0.0075307087558316365,0.37415508146654436,8.965175203119488e-05,0.01728071398738229,0.0139004568211743,19.9,0.0,0.00978846417485301,0.11367891881694482,21.705491070651053,568.4385049664529,0.07705859228098927,0.9107937031065413,173.6770172125582,4529.909545309893,0.010925437940121394,0.013409798381999108,0.012920251757517424,0.007725687454793519,0.9679312071835191,0.9608267918632611,0.9622243497079067,0.9771985888199306,0.009667216083794911,0.010150576887984656,0.011,0.010312653193960858,0.004848412824478599,2.9001648251384733,0.628526214648435,19.393651297914396,1009.7063931654062,0.24323923507486192
