2.569085721703971785e+02,2.126471588740667766e-03,8.406732890935932119e+02,2.055330167173436903e-02
2.460677337154799318e+02,1.374513826203279786e-03,1.001735242866662929e+03,4.490181268831794359e-01
3.316847302277182621e+02,2.762998366253914193e-02,1.792149593709372539e+03,3.261996176893747212e-01
2.512758102719234898e+02,5.891671918194583968e-02,9.923341290411780165e+02,9.246042391689074380e-02
1.983220772851606171e+02,1.996776536801354515e-02,7.106098989785455160e+02,5.492363244886607765e-01
1.506001322792171209e+02,4.106118133830312378e-02,1.626895709424230290e+03,5.799455101564704451e-01
3.377414541135681247e+01,1.454992467591906605e-02,5.327112980855845308e+02,5.878566480098400965e-02
2.377251023156750591e+02,9.884009243040958737e-02,1.557933253737669020e+03,4.283474625347353237e-01
1.508337903268811147e+02,7.844495325207932745e-02,1.962377747211389988e+03,8.857094507445735510e-02
3.501482557492830949e+01,1.772196594938377917e-02,6.067358802800255262e+02,3.251781948628977847e-01
5.442170142097577923e+01,2.394115872036083406e-02,6.796749568822336869e+02,4.993804402239055418e-01
2.378692824560690440e+02,1.476663122621204027e-01,1.450112630083488284e+03,3.630733597616913610e-01
1.830158345699119309e+02,1.208362863606933235e-01,1.137044496457529704e+03,3.142629294738275569e-01
1.868004967332270212e+02,1.090569493471997831e-01,1.676027588691345727e+03,8.750998833558767398e-01
2.531076240939854642e+02,1.652221920749766260e-01,1.984290906640263984e+03,6.283338138641634263e-01
1.902823850986733305e+02,1.202238030022690363e-01,8.186508076839128307e+02,3.966021716473678849e-01
1.699148181529180590e+02,1.182973081230983964e-01,1.283710223792752913e+03,5.482931544462870121e-01
5.749165657075928237e+01,3.959200874505013068e-02,3.992495986648494295e+02,3.301987202435884283e-01
3.093539074187107190e+02,2.504895194170125294e-01,1.651415904103827188e+03,5.485073122033669035e-01
1.530984042360678075e+02,5.574080224243781884e-02,4.295245829788366336e+02,8.800232915385528543e-01
2.328700408906678945e+02,1.970902369103691154e-01,1.287575104470639189e+03,5.530783355686971214e-01
1.482459543133648481e+02,1.714554295582405019e-01,9.341389115615683068e+02,2.255404576584214282e-01
3.221304375231449626e+02,3.699914485343953063e-01,3.302267136227808919e+02,1.714281090137601826e-01
1.061771782357398024e+02,1.159501293510422498e-01,6.182646269823864031e+02,4.831861742513247071e-01
3.157980989132099126e+02,4.266518404345687188e-01,2.115370779470170419e+03,3.543804291657869920e-01
2.129006713510167970e+02,2.959289593136129048e-01,1.327451383209851429e+03,4.037022545958202091e-01
1.103592079194196600e+02,1.547167977666195349e-01,1.267570251180492733e+03,4.278008770144061668e-01
2.864850985640927661e+02,3.772866464575905798e-01,1.113019907460644845e+03,4.858181712176248279e-01
2.741391579555872227e+02,4.330303624633374815e-01,1.787757519530809532e+03,5.851721409969558030e-01
2.910070602401769975e+02,4.015413594424873667e-01,2.087594130533688315e+02,2.734747663466942647e-01
3.026768700345761545e+02,2.368803008215595862e-01,1.627081397466145347e+02,5.236477451779193437e-01
3.229972986703321567e+02,6.186017518174057317e-01,2.058136135679619201e+03,3.236688642454728371e-02
1.988657942618165180e+02,2.355796022653128818e-01,2.668853747249249864e+02,6.726187448899885180e-01
3.225699633734503777e+02,6.746893824974821152e-01,1.850477268966803649e+03,4.487895211299234299e-01
1.585471541842717613e+02,1.186637021289947136e-01,1.946724187174558267e+02,8.967126435654773076e-01
3.349790470047267377e+02,6.855542134624570405e-01,1.707292430663488631e+03,8.197125438840308087e-01
2.062804565714190232e+02,4.410585281687551817e-01,1.014357022302490009e+03,5.414961029550299232e-01
1.537440283886274415e+02,1.851341933703129772e-01,1.381709773050809531e+02,5.869840553553603568e-01
2.487120421489667024e+02,5.678221750453149586e-01,8.952789447493246371e+02,4.240357433205589333e-01
2.651573296789684946e+02,3.741806502612603502e-01,1.914024718296127787e+02,6.718485539475174129e-01
2.366851469153620258e+02,5.074744726371166470e-01,5.375135651090225792e+02,4.495880451996421279e-01
2.729365704929768981e+02,6.748899249458439886e-01,1.324020028209977909e+03,2.737313701861344706e-01
4.366345480286366865e+01,1.107872477741765338e-01,1.433078483934320957e+03,4.826511428002698278e-01
1.820254189722230080e+02,4.743223930631180751e-01,7.650058334636387372e+02,1.365847516964336650e-01
1.907904045565089746e+02,4.295776597315094092e-01,5.871175707702074078e+02,6.352319895088265334e-01
3.201926886891973254e+02,7.433223819493173234e-01,7.201146935301063650e+02,3.166414197625265214e-01
3.324507792956319463e+02,6.356579327837131865e-01,3.083255592723332938e+02,7.963217050653729201e-01
1.546859609314120974e+02,4.185861261048779425e-01,2.107851301376956599e+03,4.660847538459069739e-01
1.597158650125289796e+02,4.365105649319850345e-01,2.526192394406078563e+02,2.087304988670648370e-02
2.867631412236127062e+02,7.304296101949411257e-01,1.578785998112482048e+03,6.254870079946763806e-01
3.128076304600663207e+02,7.248220510854999077e-01,6.055112221402163186e+02,8.250280776166737384e-01
2.879947442121854237e+02,5.881016948933782684e-01,4.470120117294690090e+02,9.560419154741625070e-01
2.709795719073084683e+02,7.345718462725732145e-01,6.545854277027686976e+02,3.131703039869326299e-01
1.586380829363959037e+02,4.103263035403325598e-01,3.336528784072617100e+02,3.151767765447562875e-01
3.294801331127837329e+02,7.660253883940694175e-01,4.063613532295033224e+02,9.170354185910644107e-01
2.329385120573418533e+02,7.170584464325615581e-01,1.254154470289165829e+03,1.193213762338757866e-01
2.637262484120172985e+02,4.348339475959570044e-01,7.985292667585954973e+01,4.313542733361619419e-01
2.514934780091620325e+02,7.689169989226023461e-01,8.153430195232718916e+02,4.880124531802884635e-01
3.044696074785164797e+02,9.930132181665356494e-01,1.872012245134253135e+03,1.481125103587624670e-01
1.290969086966813109e+02,3.968903838144453577e-01,8.098165626675001931e+02,9.539828981527564977e-01
1.250872397040224229e+02,4.126820536995065014e-01,9.950851446765273067e+02,6.268175594621001601e-01
2.788642286090134803e+02,9.517404125200676912e-01,2.083083776596897962e+02,4.590183385387135162e-02
2.157194726505592541e+02,7.516070476775155162e-01,1.823901159173877204e+03,8.298204183410790025e-01
2.243223466884804793e+02,5.841969783406234518e-01,1.520841282570038118e+02,6.502749834101971826e-01
2.938601311346152443e+02,7.697005195756125850e-01,2.091332913430665315e+02,8.648861411813568711e-01
7.544237330487996473e+01,2.883955761011496866e-01,5.954438938121290903e+02,1.335325361368149277e-01
1.921344498727086432e+02,7.146321760848264315e-01,1.658167608423270167e+03,3.228314808549956894e-01
1.217612098103151510e+02,4.834639326952684391e-01,1.992197608883750263e+03,3.871676766167204686e-01
2.112019396557615494e+02,8.026773046696534797e-01,8.488805707304745738e+02,6.165400982461862744e-01
2.569801543840251838e+02,9.787356056998297582e-01,6.998073226126098234e+01,3.533416181516184362e-02
1.837851570755888986e+02,7.777669675372848035e-01,5.912895689501973493e+02,1.852552861915327254e-01
1.347341232999470435e+02,5.876918100768417919e-01,2.032824746341741275e+03,1.294493444500109114e-01
1.979358756124552201e+02,9.178339603963279192e-01,1.931925032812704558e+03,9.998860479030555748e-01
1.335546908120579701e+02,6.504168531294701738e-01,1.288353719013029377e+03,8.018556534276545522e-02
1.895257482110754381e+02,9.982501572538795553e-01,2.042091164162977520e+03,1.351190930129404499e-01
2.552054071992093611e+02,7.476627322471965931e-01,8.302692208623041381e+01,7.239640262249318337e-01
1.176419666298573219e+02,7.143891439201655036e-01,6.271873279419198752e+02,1.702527383993368906e-02
1.288950976248454197e+02,8.334446890027763510e-01,9.299336885812788296e+02,4.392395695730463290e-01
6.062307345186756891e+01,4.057917810625921717e-01,1.829777739999500227e+03,7.204920131582457365e-01
9.968251715656892031e+01,6.947588635182748718e-01,1.144317621562643808e+03,5.663796769294427991e-01
3.942405589362892471e+01,2.912713275705178795e-01,2.107575700950675582e+03,2.070173995150001167e-01
1.154301649396242766e+02,6.567446928028056741e-01,8.887540673669607827e+01,7.203818420048601068e-01
7.065242397350159820e+01,5.862090130920708519e-01,2.087768101232877029e+02,1.715691059584373845e-01
6.263214493879564060e+01,5.908916457207533668e-01,1.003305808476221273e+03,7.804698909038539911e-01
9.421199833202042839e+01,8.994645328035620890e-01,8.246511971472126561e+02,9.834577539407552971e-01
8.690703375757806270e+01,9.058925812948557255e-01,1.531346403960671978e+03,6.686628256897249045e-01
6.027981796367689782e+01,7.725865989931879341e-01,1.367450238134016672e+03,2.597789674721529551e-01
5.459645227799305900e+01,6.843193533527448524e-01,3.995371652235371585e+02,8.315009064672358452e-01
3.754382013277530916e+01,4.890522553132355399e-01,9.071187504224689064e+02,6.455779625076148998e-01
2.733014992481690797e+01,3.876988019253270745e-01,1.781673060558231327e+03,1.173362359135071142e-01
4.417555471142721046e+01,7.160607800254938926e-01,1.145994676360991662e+03,5.959232782205818868e-01
5.348031989264391939e+01,9.240280420066522282e-01,1.547272002976423664e+03,3.802765115771313265e-01
2.905840427735566678e+01,5.205344906328406296e-01,3.976275818307383361e+02,1.863509668007992115e-01
5.383659879005965365e+01,7.952903932644115326e-01,2.682181345119648341e+01,3.370978583048607202e-01
4.746081459517669998e+01,9.966000874674507681e-01,2.121052573395516276e+02,8.344666071954665032e-03
4.681229920753231966e+01,9.963191011657213103e-01,8.461263142946563676e+02,6.584034875205367621e-02
2.854509646512084586e+01,7.332277223432238644e-01,2.166356963037759726e+02,6.418886938552940125e-01
