h,A,N,c,P,delayed_water,delayed_temperature,delayed_radiation,cumulative_water,cumulative_temperature,cumulative_radiation,cumulative_divergence_water,cumulative_divergence_temperature,cumulative_divergence_radiation,nuW,nuT,nuR,ah_hat,aA_hat,aN_hat,ac_hat,aP_hat,kh_hat,kA_hat,kN_hat,kc_hat,kP_hat
0.0010712159988489956,0.00023250249142930447,0.009170926741531351,0.5742222204746953,9.01613549854909e-05,0.0018704101602582198,2.599870196128722,95.3272806495836,0.022014304078856125,29.028211298139386,1106.1699780900603,0.8191523321543662,0.8341036280436334,0.8187123603988644,0.08565248883235384,0.0818955287090207,0.08576561750368386,0.00088891002325265,0.0009333555244152827,0.011,0.02,0.0008380823700877994,0.266673006975795,0.05735187180852515,1.6761647401755986,2000.0,0.034451030239248
0.0010721648067270671,0.00023271871924818917,0.009271802711701043,0.5858188810348289,9.02367512979114e-05,0.0019581600175408017,2.778553811455147,101.7222397529143,0.023972464096396928,31.806765109594533,1207.8922178429746,0.8212779549732924,0.8369751682202845,0.8212550659083636,0.08510803198791492,0.08119305990147571,0.0851138763183799,0.0008841102512912566,0.0009283157638558195,0.011,0.02,0.0008313035581762546,0.26523307538737695,0.05703121281112279,1.6626071163525091,2000.0,0.03428586257212682
0.0010731093009139886,0.00023293397323722502,0.009373777355262628,0.5976496710540641,9.031159894359616e-05,0.0020478531614266725,2.9626756105200736,107.32748373381764,0.0260203172578236,34.76944072011461,1315.2197015767922,0.8231577499554471,0.8395959543996203,0.8235332857817583,0.08462942582410868,0.08055719393243804,0.08453413536758678,0.0008797895819529488,0.0009237790610505962,0.011,0.02,0.0008252171069917091,0.2639368745858846,0.056744096771665954,1.650434213983418,2000.0,0.03413785989159552
0.0010740499831276705,0.0002331483676526967,0.009476862765617097,0.6097193146064213,9.038595897494967e-05,0.002139384337599899,3.1522013483767815,112.50941027876756,0.028159701595423497,37.921642068491394,1427.7291118555597,0.8248125247796629,0.8419852312303502,0.8255692852368194,0.08421033899656338,0.07998183811127722,0.08401937468603475,0.0008759048717769,0.000919700115365745,0.011,0.02,0.0008197575266107153,0.26277146153306996,0.05648745303889194,1.6395150532214307,2000.0,0.034005474519587284
0.0010749873105516494,0.0002333620066171154,0.009581071156981409,0.6220326309679282,9.04598867392417e-05,0.0022326375845063916,3.3432880073227724,117.59983486373558,0.030392339179929888,41.26493007581416,1545.3289467192953,0.8262605766150817,0.8441602350674288,0.8273830125049716,0.08384530963494316,0.07946165464406697,0.0835634514986025,0.0008724180813272769,0.0009160389853936407,0.011,0.02,0.0008148674814869097,0.261725424398183,0.056258589260826754,1.6297349629738194,2000.0,0.033887346484501805
0.0010759217011083295,0.00023357498531933668,0.009686414866331247,0.6345945365304262,9.053343258915046e-05,0.0023274862577681832,3.5384093981181994,122.69169658296471,0.03271982543769807,44.80333947393236,1668.02064330226,0.8275180756429602,0.8461363443975133,0.8289922370547519,0.08352959933139388,0.07899197348026438,0.08316100664359484,0.0008692957718285763,0.0009127605604200051,0.011,0.02,0.0008104968865691547,0.26078873154857285,0.056055146262902436,1.6209937731383095,2000.0,0.033782281741667836
0.0010768535382226373,0.00023378739109873093,0.00979290635556383,0.6474100467536551,9.06066425157398e-05,0.002423793113289703,3.738799676241109,127.84828657528922,0.03514361855098778,48.54213915017347,1795.8689298775491,0.8285993811054795,0.8479272768008969,0.8304127425056472,0.08325907531115469,0.07856870371504061,0.08280736870599163,0.0008665085603540329,0.0009098339883717346,0.011,0.02,0.0008066019847039296,0.25995256810620987,0.055875054443640215,1.6132039694078593,2000.0,0.033689230867161746
0.001077783175027294,0.00023399930440228857,0.009900558213746096,0.6604842781563733,9.067955870156982e-05,0.0025214104510592676,3.944767384737581,133.08921448468269,0.037665029002047046,52.48690653491105,1928.958144362232,0.8295173033738263,0.8495452983089533,0.8316585702311967,0.08303011463019441,0.07818825027741304,0.08249845519766599,0.0008640305604802066,0.000907232088504217,0.011,0.02,0.000803144436729475,0.259209168144062,0.05571649229439862,1.6062888734589498,2000.0,0.03360726859512063
0.0010787109379898146,0.00023421079961011753,0.0100093831593322,0.673822450347287,9.075221999450893e-05,0.002620180321277114,4.1558323335744225,138.4074060812004,0.04028520932332416,56.64273886848547,2067.3655504434323,0.8302833225163436,0.8510014299289842,0.8327422654794209,0.08283952573454767,0.07784743806990214,0.08223068116004802,0.0008618388568996982,0.0009049307997446832,0.011,0.02,0.0008000904860734633,0.25855165706990946,0.055577848944099256,1.6001809721469265,2000.0,0.033535575230424886
0.0010796371299937333,0.00023442194573671822,0.010119394042287136,0.6874298880965748,9.08246623084538e-05,0.0027199347940397257,4.371671229199859,143.7952746220152,0.043005144117363885,61.014410097685335,2211.1608250654476,0.8309077715731918,0.852305614556499,0.8336750835292882,0.08268448381241907,0.07754345084482273,0.08200088405742716,0.0008599130758610911,0.0009029087296541457,0.011,0.02,0.0007974102784727014,0.2579739227583273,0.05545769345682783,1.5948205569454026,2000.0,0.03347342139108143
0.0010805620329737832,0.00023463280703073502,0.010230603846136926,0.7013120234488105,9.089691896454597e-05,0.002820496293381573,4.592528767804518,149.24473087915615,0.04582564041074546,65.60693886548985,2360.4055559446037,0.8313999910112615,0.8534668394294007,0.8344671632647065,0.08256247718516148,0.07727378468057584,0.08180626166803653,0.0008582350430753739,0.0009011467952291426,0.011,0.02,0.0007950773201179052,0.2574705129226122,0.05535475009217599,1.5901546402358104,2000.0,0.03342015570921403
0.0010814859101965148,0.0002348434434940099,0.010343025689976942,0.7154743978781022,9.096902098506147e-05,0.002921677996022803,4.817460365512144,154.74719602119765,0.04874731840676826,70.424399231002,2515.1527519658016,0.8317684595021863,0.8544932783154863,0.8351276740222765,0.08247126259487693,0.07703620021479911,0.08164432041932497,0.0008567884642711404,0.0008996278874846975,0.011,0.02,0.0007930679803285674,0.2570365392813421,0.055267875904614086,1.5861359606571348,2000.0,0.03337519364390028
0.0010824090082083993,0.00023505391132494846,0.010456672830404494,0.7299226644862811,9.104099734370693e-05,0.0030232842946982677,5.044253181629315,160.29361738026464,0.05177060270146653,75.46865241263131,2675.446369346066,0.8320209051361561,0.8553924463103922,0.8356649403899906,0.08240882770947228,0.0768286747839292,0.08151283217168231,0.0008555586273810143,0.000898336558750065,0.011,0.02,0.0007913610347771226,0.25666758821430424,0.055196040408636356,1.5827220695542452,2000.0,0.033338007284386774
0.0010833315584725793,0.0002352642632910072,0.01057155866334465,0.7446625902449905,9.11128751757277e-05,0.0031251113254533655,5.272337609629465,165.87448711731747,0.054895714026919895,80.74099002226077,2841.3208564633837,0.8321644003810696,0.8561712802550027,0.8360865487159485,0.08237335951954929,0.07664937399428812,0.0814097978794436,0.0008545321948495187,0.0008972588045919947,0.011,0.02,0.0007899373421013135,0.2563596584548556,0.0551383106699132,1.579874684202627,2000.0,0.033308117899859505
0.0010842537787898942,0.00023547454905207722,0.010687696725837349,0.7597000582825408,9.118467995971734e-05,0.00322694755778959,5.503300331450986,171.47986377952117,0.05812266158470949,86.24429035371176,3012.800720242905,0.8322054434660817,0.8568361514012024,0.8363994383662918,0.08236321757355475,0.07649664049564064,0.08133341688370736,0.000853697075110214,0.0008963819288657247,0.011,0.02,0.0007887796366308547,0.25610912253306417,0.055093841121436414,1.5775592732617094,2000.0,0.03328509088754911
0.0010851758745886234,0.0002356848154539966,0.01080510069785984,0.7750410702164129,9.125643568152564e-05,0.0033285744460318243,5.739633308132594,177.14331201237772,0.06145123603074131,91.98392366184436,3189.9440322552828,0.8321500283704754,0.8573928605026289,0.8366099372805363,0.0823769112085032,0.07636898799529844,0.08128207130985757,0.0008530423630535178,0.0008956944812061938,0.011,0.02,0.0007878724216581962,0.25591270891605533,0.05506186747202941,1.5757448433163923,2000.0,0.033268532802061546
0.0010860980401569368,0.0002358951068090474,0.010923784404262832,0.790691748532311,9.1328164989313e-05,0.0034297671397749262,5.982797562692026,182.8490534663518,0.06488100317051623,97.96672122453639,3372.7930857216347,0.832003705202827,0.8578466662284103,0.8367238432861143,0.08241308009820954,0.07626508868442623,0.08125430050681566,0.0008525582183369865,0.0008951861292538359,0.011,0.02,0.0007872017806219264,0.25576746550109597,0.05504169784871033,1.574403561243853,2000.0,0.03325808692106178
0.0010870204597500195,0.00023610546514793595,0.011043761816720142,0.806658339010681,9.139988933219262e-05,0.0035302952507538328,6.2329526832541795,188.86002559067032,0.06841129842127007,104.19967390779057,3561.653111312305,0.8317716324388541,0.8582023433717016,0.8367462449746527,0.08247047757033378,0.07618375483839974,0.08124883998970785,0.000852235945047924,0.0008948477423003203,0.011,0.02,0.0007867554706946925,0.2556707835143772,0.05503271470855413,1.5735109413893849,2000.0,0.0332534343620403
0.0010879433087900745,0.00023631593049297482,0.011165047055977238,0.8229472132016299,9.147162910814803e-05,0.0036299236729742854,6.489467807540972,196.50710624466686,0.07204122209424435,110.68914171533154,3758.160217556972,0.8314586222318552,0.8584642507710215,0.836680483193984,0.08254795624583167,0.07612391908131894,0.08126487077616036,0.0008520687990942548,0.0008946722390489676,0.011,0.02,0.0007865240267861034,0.2556206397282764,0.055034414674965185,1.573048053572207,2000.0,0.033254314819061534
0.0010888667559520605,0.00023652654133315997,0.011287654395556469,0.8395648709491976,9.154340391362306e-05,0.0037284134524453484,6.752666028374725,205.52755929140537,0.0757696355466897,117.44180774370626,3963.6877768483773,0.8310691798040033,0.858636369111004,0.8365286652971196,0.08264445563577377,0.07608462225999182,0.0813018915914645,0.0008520515018956372,0.0008946540769904191,0.011,0.02,0.0007865000769713492,0.25561545056869117,0.055046381839135135,1.5730001539426983,2000.0,0.03326051281612825
0.0010897909647304836,0.00023673733498108128,0.01141159826504234,0.8565179429659533,9.161523273171562e-05,0.003825522702375383,7.022891911123521,215.12047878055822,0.07959515824906507,124.46469965482979,4178.8082556289355,0.8306075377597776,0.8587223342432642,0.836292500023686,0.08275899139558128,0.07606500291612318,0.08135951405206543,0.0008521794897631661,0.0008947884642513244,0.011,0.02,0.0007866772955681841,0.2556538469289498,0.05506824759479154,1.5733545911363684,2000.0,0.03327183696429299
0.001090716094195799,0.0002369483477452127,0.011536893252414318,0.8738131934589055,9.168713402545585e-05,0.003921007559235006,7.299515444468466,223.28621997208325,0.08351616580830008,131.76421509929824,4402.0944756010185,0.8300776860265748,0.8587254855828542,0.8359748532951626,0.08289064598906945,0.07606428379955711,0.081437081755305,0.0008524475384310659,0.0008950699153526193,0.011,0.02,0.0007870484926891896,0.2557342615293198,0.05509961829868256,1.5740969853783793,2000.0,0.033288082548305654
0.0010916422982534416,0.00023715961476095706,0.011663554104223914,0.8914575228077329,9.175912565652402e-05,0.004014623174658909,7.58146618679508,231.3901596773461,0.08753078898295899,139.3456812860933,4633.484635278364,0.8294833980159134,0.8586489153699038,0.8355785457466363,0.08303856055699262,0.07608175858177733,0.08153396172597731,0.0008528507372391771,0.000895493274101136,0.011,0.02,0.0007876069573239991,0.25585522117175313,0.05514012451321776,1.5752139146479982,2000.0,0.03330905707933558
0.0010925697259637087,0.00023737117006343092,0.011791595727298354,0.9094579702963648,9.18312249267727e-05,0.0041061247377581,7.8676047249513115,241.44408123854453,0.09163691372071708,147.21328601104463,4874.928716516909,0.8288282535067664,0.8584955113655549,0.8351049550272092,0.08320192781913928,0.07611678037915819,0.08164988523970214,0.0008533856378239932,0.0008960549197151929,0.011,0.02,0.0007883480438723672,0.2560156913471979,0.055189479492038715,1.5766960877447345,2000.0,0.03333461061616495
0.0010934985231196039,0.00023758304694699182,0.01192103319249363,0.9278217168989576,9.190344876556576e-05,0.0041952685220497474,8.156919953328616,251.4369358746566,0.09583218224276684,155.37020596437324,5126.365652391565,0.8281156586766542,0.8582679906351098,0.8345555839483825,0.08337998586705148,0.07616875255067303,0.08178456444913114,0.0008540488837379688,0.0008967513279248673,0.011,0.02,0.0007892672710806169,0.25621466512139063,0.055247407518331106,1.5785345421612338,2000.0,0.03336459868380601
0.0010944288323331626,0.00023779527798486238,0.012051881736306894,0.9465560881213348,9.197581374343944e-05,0.00428181295088783,8.448540077008813,261.2831249603307,0.10011399519365466,163.81874604138204,5387.648777351896,0.8273488636431663,0.8579689258800577,0.8339320854345365,0.08357201272740097,0.07623712138412209,0.08193768527356526,0.000854837161430061,0.0008975790195015642,0.011,0.02,0.0007903602506537629,0.25645114842901834,0.055313640633992536,1.5807205013075256,2000.0,0.03339888061060681
0.0010953607930687182,0.00023800789503665613,0.012184156762422241,0.9656685568989761,9.204833607929286e-05,0.004365519674998316,8.741345009481368,269.9076413360316,0.10447951486865298,172.5600910508634,5657.556418687927,0.8265309778261661,0.8576007717444406,0.833236888515185,0.08377732159493691,0.07632136893425938,0.08210875207837445,0.0008557466368876413,0.0008985339687320234,0.011,0.02,0.0007916219021796488,0.2567239910662924,0.05538788882137083,1.5832438043592976,2000.0,0.03343730412747819
0.001096294541058908,0.00023822092911518435,0.012317873842234537,0.9851667465526658,9.21210315754222e-05,0.004446154655491193,9.035548840206921,278.83693761537154,0.10892566952414418,181.59563989107033,5936.393356303299,0.8256649833971444,0.8571658669955151,0.8324721584263771,0.08399525664951064,0.07642101150004403,0.08229734142538597,0.0008567738363744807,0.0008996125281932047,0.011,0.02,0.0007930476704141103,0.2570321509123442,0.05546988500979188,1.5860953408282206,2000.0,0.03347972869449146
0.0010972302086842212,0.0002384344104728858,0.012453048716927055,1.0050584338029271,9.219391566432636e-05,0.004523489245541771,9.326004706458924,286.06857133357613,0.11344915876968595,190.92164459752925,6222.461927636875,0.8247537470454712,0.8566665149081973,0.8316409678983416,0.08422518938459833,0.07653558026867112,0.08250281180850003,0.0008579145692040273,0.0009008102976642287,0.011,0.02,0.0007946320265104171,0.25737437076120817,0.05555932878735846,1.589264053020834,2000.0,0.033525996405565237
0.0010981679241716614,0.00023864836841904866,0.012589697297570075,1.0253515518443939,9.226700331767337e-05,0.004597301263808003,9.613823774372829,293.04931539039546,0.11804646003349395,200.53546837190208,6515.51124302727,0.823800030260428,0.85610496146444,0.83074634599895,0.08446651538547534,0.07666462539276131,0.08272453568057093,0.0008591647532689228,0.0009021229909323689,0.011,0.02,0.0007963696088338057,0.2577494259806768,0.05565592868669355,1.5927392176676114,2000.0,0.03357595390413773
0.0010991078116967677,0.0002388628313429409,0.012727835666689776,1.0460541934812906,9.234030906003515e-05,0.004667376052581372,9.900014661720686,299.93809413287437,0.12271383608607532,210.43548303362277,6815.449337160145,0.8228064983018402,0.8554833793824339,0.8297911855061272,0.08471865150414738,0.0768077188401847,0.08296192125493108,0.0008605205034678446,0.0009035465286412368,0.011,0.02,0.0007982553427438047,0.2581561510403534,0.05575940638668191,1.5965106854876092,2000.0,0.033629454579574405
