25.3,0.2,0.2,21.1667,0.00833333,0.00833333,21.1667,0.00833333,0.00833333,1.08661,1,1.2
25.2,0,0,21.1667,0.00833333,0.00833333,21.1667,0.00833333,0.00833333,1.08661,1,1.2
25,0,0,21.1667,0.00833333,0.00833333,21.1667,0.00833333,0.00833333,1.08661,1,1.2
24.4,0,0,21.1667,0.00833333,0.00833333,21.1667,0.00833333,0.00833333,1.08661,1,1.2
23.9,0,0,21.1667,0.00833333,0.00833333,21.1667,0.00833333,0.00833333,1.08661,1,1.2
23,0,0,21.1667,0.00833333,0.00833333,21.1667,0.00833333,0.00833333,1.08661,1,1.2
21.6,0,0,21.1667,0.00833333,0.00833333,21.1667,0.00833333,0.00833333,1.08661,1,1.2
20.9,0,0,21.1667,0.00833333,0.00833333,21.1667,0.00833333,0.00833333,1.08661,1,1.2
19.9,0,0,21.1667,0.00833333,0.00833333,21.1667,0.00833333,0.00833333,1.08661,1,1.2
18.5,0,0,21.1667,0.00833333,0.00833333,21.1667,0.00833333,0.00833333,1.08661,1,1.2
17.2,0,0,21.1667,0.00833333,0.00833333,21.1667,0.00833333,0.00833333,1.08661,1,1.2
16.2,0,0,21.1667,0.00833333,0.00833333,21.1667,0.00833333,0.00833333,1.08661,1,1.2
15.3,0,0,21.1667,0.00833333,0.00833333,21.1667,0.00833333,0.00833333,1.08661,1,1.2
14.7,0,0,21.1667,0.00833333,0.00833333,21.1667,0.00833333,0.00833333,1.08661,1,1.2
14.3,0,0,21.1667,0.00833333,0.00833333,21.1667,0.00833333,0.00833333,1.08661,1,1.2
14.6,0,0,21.1667,0.00833333,0.00833333,21.1667,0.00833333,0.00833333,1.08661,1,1.2
16.6,0,0,21.1667,0.00833333,0.00833333,21.1667,0.00833333,0.00833333,1.08661,1,1.2
18.9,0,0,21.1667,0.00833333,0.00833333,21.1667,0.00833333,0.00833333,1.08661,1,1.2
21.6,0,0,21.1667,0.00833333,0.00833333,21.1667,0.00833333,0.00833333,1.08661,1,1.2
24.5,0,0,21.1667,0.00833333,0.00833333,21.1667,0.00833333,0.00833333,1.08661,1,1.2
26.1,0,0,21.1667,0.00833333,0.00833333,21.1667,0.00833333,0.00833333,1.08661,1,1.2
26.6,0,0,21.1667,0.00833333,0.00833333,21.1667,0.00833333,0.00833333,1.08661,1,1.2
26.8,0,0,21.1667,0.00833333,0.00833333,21.1667,0.00833333,0.00833333,1.08661,1,1.2
26.9,0,0,21.1667,0.00833333,0.00833333,21.1667,0.00833333,0.00833333,1.08661,1,1.2
27,0.2,0,21.7792,0.00833333,0,42.9458,0.0166667,0.00833333,1.05606,1,1.2
27.2,0,0,21.7792,0.00833333,0,42.9458,0.0166667,0.00833333,1.05606,1,1.2
27.1,0,0,21.7792,0.00833333,0,42.9458,0.0166667,0.00833333,1.05606,1,1.2
26.5,0,0,21.7792,0.00833333,0,42.9458,0.0166667,0.00833333,1.05606,1,1.2
25.9,0,0,21.7792,0.00833333,0,42.9458,0.0166667,0.00833333,1.05606,1,1.2
23.4,0,0,21.7792,0.00833333,0,42.9458,0.0166667,0.00833333,1.05606,1,1.2
22.3,0,0,21.7792,0.00833333,0,42.9458,0.0166667,0.00833333,1.05606,1,1.2
21.9,0,0,21.7792,0.00833333,0,42.9458,0.0166667,0.00833333,1.05606,1,1.2
21.7,0,0,21.7792,0.00833333,0,42.9458,0.0166667,0.00833333,1.05606,1,1.2
21.3,0,0,21.7792,0.00833333,0,42.9458,0.0166667,0.00833333,1.05606,1,1.2
20.8,0,0,21.7792,0.00833333,0,42.9458,0.0166667,0.00833333,1.05606,1,1.2
20.5,0,0,21.7792,0.00833333,0,42.9458,0.0166667,0.00833333,1.05606,1,1.2
19.8,0,0,21.7792,0.00833333,0,42.9458,0.0166667,0.00833333,1.05606,1,1.2
18.1,0,0,21.7792,0.00833333,0,42.9458,0.0166667,0.00833333,1.05606,1,1.2
16.3,0,0,21.7792,0.00833333,0,42.9458,0.0166667,0.00833333,1.05606,1,1.2
15.5,0,0,21.7792,0.00833333,0,42.9458,0.0166667,0.00833333,1.05606,1,1.2
16.1,0,0,21.7792,0.00833333,0,42.9458,0.0166667,0.00833333,1.05606,1,1.2
17.5,0,0,21.7792,0.00833333,0,42.9458,0.0166667,0.00833333,1.05606,1,1.2
19,0,0,21.7792,0.00833333,0,42.9458,0.0166667,0.00833333,1.05606,1,1.2
20.2,0,0,21.7792,0.00833333,0,42.9458,0.0166667,0.00833333,1.05606,1,1.2
21.6,0,0,21.7792,0.00833333,0,42.9458,0.0166667,0.00833333,1.05606,1,1.2
23.2,0,0,21.7792,0.00833333,0,42.9458,0.0166667,0.00833333,1.05606,1,1.2
24.5,0,0,21.7792,0.00833333,0,42.9458,0.0166667,0.00833333,1.05606,1,1.2
25.3,0,0,21.7792,0.00833333,0,42.9458,0.0166667,0.00833333,1.05606,1,1.2
